#id	ref1	break_pos1	region1	ref2	break_pos2	region2	num_span	num_paired	genes_1	genes_2	fusion_class
20148	1	166304565	[166304562,166304652]	1	166135291	[166135197,166135291]	27	0	RP11-479J7.2	FAM78B	intra-chromosomal
74752	16	29475234	[29475234,29475661]	16	30217265	[30217261,30217265]	1	12	SLX1B-SULT1A4;SULT1A4	RP11-347C12.3	intra-chromosomal
85291	17	74236234	[74236234,74236365]	17	74134201	[74134113,74134202]	19	1	RNF157	FOXJ1	readthrough-adjacent
76709	16	67159945	[67159860,67159946]	16	67132613	[67132611,67132701]	16	0	C16orf70	CBFB	readthrough-adjacent
107244	20	35399276	[35399276,35399366]	20	35423002	[35422912,35423005]	15	0	DSN1	SOGA1	readthrough-adjacent
148210	X	37798942	[37798855,37798942]	X	37892787	[37892785,37892869]	14	0	AL121578.2	SYTL5	readthrough-intersecting
107280	20	35402065	[35402065,35402133]	20	35423002	[35422914,35423005]	13	0	DSN1	SOGA1	readthrough-adjacent
84497	17	61086895	[61086895,61086987]	17	61044107	[61044023,61044110]	13	0	TANC2	RP11-180P8.1	intra-chromosomal
126190	5	92919484	[92919480,92919561]	5	92899169	[92899091,92899169]	10	0	NR2F1	RP11-65F13.2	readthrough-intersecting
109516	21	35469582	[35469502,35469582]	21	35497641	[35497641,35497733]	10	0	SLC5A3	AP000318.2;MRPS6	readthrough-intersecting
96901	2	69732701	[69732701,69732793]	2	69693684	[69693593,69693684]	9	0	AAK1	AC114772.1	readthrough-intersecting
11503	1	120835810	[120835810,120835892]	1	206557369	[206557367,206557432]	8	0	RP11-439A17.7	SRGAP2	intra-chromosomal
81674	17	37682569	[37682392,37682571]	17	43006392	[43006187,43006395]	6	1	CDK12	KIF18B	intra-chromosomal
109279	21	27843070	[27843067,27843156]	21	27778447	[27778370,27778446]	8	0	AP001596.6	AP001597.1	readthrough-intersecting
2226	1	12627939	[12627939,12628307]	3	184040558	[184040361,184040558]	2	3	DHRS3	EIF4G1	inter-chromosomal
77932	16	85205413	[85205206,85205413]	16	85391069	[85391067,85391232]	4	2	CTC-786C10.1	RP11-680G10.1	intra-chromosomal
57116	14	61262935	[61262933,61263012]	14	61189836	[61189758,61189836]	8	0	MNAT1	SIX4	readthrough-adjacent
67605	17	73753024	[73753023,73753102]	16	447996	[447996,448125]	5	1	ITGB4	NME4	inter-chromosomal
141458	9	22723429	[22723350,22723429]	9	22767174	[22767171,22767256]	6	0	RP11-399D6.2	RP11-370B11.3	readthrough-intersecting
148209	X	37765862	[37765727,37765862]	X	37892787	[37892785,37893111]	2	2	AL121578.2	SYTL5	readthrough-intersecting
141448	9	21854869	[21854764,21854869]	9	22046750	[22046750,22046881]	4	1	MTAP	CDKN2B-AS1	readthrough-intersecting
54758	14	19857070	[19856995,19857072]	14	19680685	[19680599,19680685]	6	0	CTD-2314B22.2;CTD-2314B22.3	AL589743.1	readthrough-intersecting
8947	1	85028940	[85028938,85029032]	1	84967653	[84967586,84967653]	5	0	CTBS	GNG5	readthrough-intersecting
106160	20	19780391	[19780322,19780392]	20	19870210	[19870209,19870297]	4	0	RP1-122P22.2	RIN2	intra-chromosomal
