G27214.PC-3.1	JAFFA-Direct	./samples/G27214.PC-3.1/JAFFA_DIRECT/jaffa_results.csv
G27214.PC-3.1	nFuse	./samples/G27214.PC-3.1/NFUSE/rna.results.tsv
G27214.PC-3.1	SOAP-fuse	./samples/G27214.PC-3.1/SOAP_FUSE/final_fusion_genes/sample/sample.final.Fusion.specific.for.genes
G27214.PC-3.1	ChimeraScan	./samples/G27214.PC-3.1/CHIMERASCAN/chimeras.bedpe
G27214.PC-3.1	FusionHunter	./samples/G27214.PC-3.1/FUSIONHUNTER/FusionHunter.fusion
G27214.PC-3.1	STAR-Fusion	./samples/G27214.PC-3.1/STAR_FUSION_GRCh37v19_FL3_v51b3df4/star-fusion.fusion_candidates.final.abridged
G27214.PC-3.1	TopHat-Fusion	./samples/G27214.PC-3.1/TOPHAT_FUSION/tophatfusion_out/result.txt
G27214.PC-3.1	FusionCatcher	./samples/G27214.PC-3.1/FUSION_CATCHER_V0994e/FusionCatcher_outdir/final-list_candidate-fusion-genes.txt
G27214.PC-3.1	ChimPipe	./samples/G27214.PC-3.1/CHIMPIPE/chimericJunctions_chimpipe.txt
G27214.PC-3.1	MapSplice	./samples/G27214.PC-3.1/MAPSPLICE/fusions_well_annotated.txt
G27214.PC-3.1	JAFFA-Assembly	./samples/G27214.PC-3.1/JAFFA_ASSEMBLY/jaffa_results.csv
G27214.PC-3.1	deFuse	./samples/G27214.PC-3.1/DEFUSE/results.filtered.tsv
G27214.PC-3.1	EricScript	./samples/G27214.PC-3.1/ERICSCRIPT/ericscript_outdir/MyEric.results.filtered.tsv
G27214.PC-3.1	InFusion	./samples/G27214.PC-3.1/INFUSION_CF3/infusion_output/fusions.txt
G27214.PC-3.1	JAFFA-Hybrid	./samples/G27214.PC-3.1/JAFFA_HYBRID/jaffa_results.csv
G27214.PC-3.1	PRADA	./samples/G27214.PC-3.1/PRADA/prada_fusions/prada.fus.summary.txt
G26212.A-673.2	JAFFA-Direct	./samples/G26212.A-673.2/JAFFA_DIRECT/jaffa_results.csv
G26212.A-673.2	nFuse	./samples/G26212.A-673.2/NFUSE/rna.results.tsv
G26212.A-673.2	SOAP-fuse	./samples/G26212.A-673.2/SOAP_FUSE/final_fusion_genes/sample/sample.final.Fusion.specific.for.genes
G26212.A-673.2	ChimeraScan	./samples/G26212.A-673.2/CHIMERASCAN/chimeras.bedpe
G26212.A-673.2	FusionHunter	./samples/G26212.A-673.2/FUSIONHUNTER/FusionHunter.fusion
G26212.A-673.2	STAR-Fusion	./samples/G26212.A-673.2/STAR_FUSION_GRCh37v19_FL3_v51b3df4/star-fusion.fusion_candidates.final.abridged
G26212.A-673.2	TopHat-Fusion	./samples/G26212.A-673.2/TOPHAT_FUSION/tophatfusion_out/result.txt
G26212.A-673.2	FusionCatcher	./samples/G26212.A-673.2/FUSION_CATCHER_V0994e/FusionCatcher_outdir/final-list_candidate-fusion-genes.txt
G26212.A-673.2	ChimPipe	./samples/G26212.A-673.2/CHIMPIPE/chimericJunctions_chimpipe.txt
G26212.A-673.2	MapSplice	./samples/G26212.A-673.2/MAPSPLICE/fusions_well_annotated.txt
G26212.A-673.2	JAFFA-Assembly	./samples/G26212.A-673.2/JAFFA_ASSEMBLY/jaffa_results.csv
G26212.A-673.2	deFuse	./samples/G26212.A-673.2/DEFUSE/results.filtered.tsv
G26212.A-673.2	EricScript	./samples/G26212.A-673.2/ERICSCRIPT/ericscript_outdir/MyEric.results.filtered.tsv
G26212.A-673.2	InFusion	./samples/G26212.A-673.2/INFUSION_CF3/infusion_output/fusions.txt
G26212.A-673.2	JAFFA-Hybrid	./samples/G26212.A-673.2/JAFFA_HYBRID/jaffa_results.csv
G26212.A-673.2	PRADA	./samples/G26212.A-673.2/PRADA/prada_fusions/prada.fus.summary.txt
G28610.MHH-ES-1.1	JAFFA-Direct	./samples/G28610.MHH-ES-1.1/JAFFA_DIRECT/jaffa_results.csv
G28610.MHH-ES-1.1	nFuse	./samples/G28610.MHH-ES-1.1/NFUSE/rna.results.tsv
G28610.MHH-ES-1.1	SOAP-fuse	./samples/G28610.MHH-ES-1.1/SOAP_FUSE/final_fusion_genes/sample/sample.final.Fusion.specific.for.genes
G28610.MHH-ES-1.1	ChimeraScan	./samples/G28610.MHH-ES-1.1/CHIMERASCAN/chimeras.bedpe
G28610.MHH-ES-1.1	FusionHunter	./samples/G28610.MHH-ES-1.1/FUSIONHUNTER/FusionHunter.fusion
G28610.MHH-ES-1.1	STAR-Fusion	./samples/G28610.MHH-ES-1.1/STAR_FUSION_GRCh37v19_FL3_v51b3df4/star-fusion.fusion_candidates.final.abridged
G28610.MHH-ES-1.1	TopHat-Fusion	./samples/G28610.MHH-ES-1.1/TOPHAT_FUSION/tophatfusion_out/result.txt
