"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","AKR1C3:AKR1C1","chr10",5120169,"chr10",5008106,112.06,"29",71,TRUE,TRUE,TRUE,"Locus_1091_Transcript_35/54_Confidence_0.202_Length_3808",433,"HighConfidence","-"
"jaffa-direct","NUP93:CYB5B","chr16",56839544,"chr16",69481053,12641.515,"5",35,TRUE,TRUE,FALSE,"Locus_4_Transcript_3408/7839_Confidence_0.000_Length_1384",618,"HighConfidence","-"
"jaffa-direct","PRSS23:RP11-317J19.1","chr11",86534635,"chr11",86333767,200.866,"2",4,FALSE,TRUE,TRUE,"Locus_2557_Transcript_41/66_Confidence_0.011_Length_844",388,"HighConfidence","-"
"jaffa-direct","CTD-2337A12.1:CAST","chr5",95715356,"chr5",96011243,295.892,"2",3,FALSE,TRUE,FALSE,"Locus_915_Transcript_32/46_Confidence_0.260_Length_7976",7471,"HighConfidence","-"
"jaffa-direct","FAM50A:FAM50B","chrX",153677302,"chr6",3850023,Inf,"0",62,TRUE,TRUE,TRUE,"Locus_863_Transcript_17/58_Confidence_0.066_Length_1898",674,"MediumConfidence","-"
"jaffa-direct","UBE2D2:PFDN1","chr5",138941400,"chr5",139661118,719.721,"0",27,FALSE,TRUE,TRUE,"Locus_3975_Transcript_23/33_Confidence_0.125_Length_1247",259,"MediumConfidence","-"
"jaffa-direct","CHD4:CHD3","chr12",6692364,"chr17",7805928,Inf,"0",16,FALSE,TRUE,TRUE,"Locus_1535_Transcript_19/69_Confidence_0.273_Length_7527",3730,"MediumConfidence","-"
"jaffa-direct","KRR1:CNOT2","chr12",75905293,"chr12",70671912,5233.38,"-",15,FALSE,TRUE,TRUE,"Locus_5360_Transcript_13/28_Confidence_0.139_Length_1074",895,"MediumConfidence","-"
"jaffa-direct","SLC4A8:CRBN","chr12",51834573,"chr3",3216953,Inf,"-",9,TRUE,TRUE,TRUE,"Locus_5944_Transcript_12/39_Confidence_0.084_Length_818",725,"MediumConfidence","-"
"jaffa-direct","FBRS:AFG3L1P","chr16",30672654,"chr16",90057274,59384.623,"-",5,FALSE,TRUE,FALSE,"Locus_3041_Transcript_10/58_Confidence_0.049_Length_561",60,"MediumConfidence","-"
"jaffa-direct","UBR1:TTBK2","chr15",43398140,"chr15",43038455,359.686,"-",1,FALSE,TRUE,FALSE,"Locus_2393_Transcript_10/15_Confidence_0.070_Length_1083",946,"MediumConfidence","-"
"jaffa-direct","ZNF736:POR","chr7",63774531,"chr7",75583307,11808.778,"-",1,TRUE,TRUE,FALSE,"Locus_5976_Transcript_7/8_Confidence_0.667_Length_2490",53,"MediumConfidence","-"
"jaffa-direct","HDGFRP3:INADL","chr15",83819967,"chr1",62228530,Inf,"0",1,TRUE,TRUE,TRUE,"Locus_5590_Transcript_10/14_Confidence_0.301_Length_4653",3840,"MediumConfidence","-"
"jaffa-direct","KIAA0753:HELQ","chr17",6493099,"chr4",84353420,Inf,"-",1,TRUE,TRUE,TRUE,"Locus_8181_Transcript_2/7_Confidence_0.100_Length_611",82,"MediumConfidence","-"
"jaffa-direct","TUBB8P7:TUBB","chr16",90162507,"chr6",30692024,Inf,"7",169,NA,FALSE,TRUE,"Locus_948_Transcript_35/288_Confidence_0.051_Length_2553",2189,"LowConfidence","-"
"jaffa-direct","HLA-C:HLA-A","chr6",31236735,"chr6",29913237,1323.498,"91",53,NA,FALSE,TRUE,"Locus_741_Transcript_47/99_Confidence_0.100_Length_2306",408,"LowConfidence","-"
"jaffa-direct","CTD-2410N18.5:PPP2CB","chr5",133561483,"chr8",30669928,Inf,"19",18,NA,FALSE,TRUE,"Locus_1198_Transcript_20/27_Confidence_0.110_Length_2025",482,"LowConfidence","-"
"jaffa-direct","TIMM23B:LINC00843","chr10",51387763,"chr10",51732773,345.01,"4",30,NA,FALSE,FALSE,"Locus_4772_Transcript_14/54_Confidence_0.184_Length_1046",674,"LowConfidence","-"
"jaffa-direct","UBC:UBA52","chr12",125396607,"chr19",18684200,Inf,"6",8,NA,FALSE,TRUE,"Locus_286_Transcript_27/63_Confidence_0.056_Length_1751",890,"LowConfidence","-"
"jaffa-direct","FGF5:PRKCSH","chr4",81188140,"chr19",11558359,Inf,"4",3,NA,FALSE,TRUE,"Locus_2000_Transcript_94/107_Confidence_0.072_Length_5142",923,"LowConfidence","-"
"jaffa-direct","NFAT5:IFFO2","chr16",69733806,"chr1",19232222,Inf,"4",2,NA,FALSE,TRUE,"Locus_8014_Transcript_7/14_Confidence_0.630_Length_4277",319,"LowConfidence","-"
"jaffa-direct","EMILIN1:EIF1B","chr2",27301509,"chr3",40351223,Inf,"1",5,NA,FALSE,TRUE,"Locus_1972_Transcript_4/24_Confidence_0.569_Length_4657",3711,"LowConfidence","-"
"jaffa-direct","RPL13:RPL13P5","chr16",89628802,"chr12",6993581,Inf,"2",2,NA,FALSE,TRUE,"Locus_1271_Transcript_23/64_Confidence_0.071_Length_1076",322,"LowConfidence","-"
"jaffa-direct","TLK2:RP11-212P7.2","chr17",60554862,"chr7",128170141,Inf,"1",2,NA,FALSE,TRUE,"Locus_10375_Transcript_2/4_Confidence_0.711_Length_1159",660,"LowConfidence","-"
"jaffa-direct","SNX16:HNRNPA1","chr8",82719969,"chr12",54674496,Inf,"1",2,NA,FALSE,TRUE,"Locus_1021_Transcript_66/246_Confidence_0.036_Length_1532",545,"LowConfidence","-"
