"sample","fusion genes","chrom1","base1","chrom2","base2","gap (kb)","spanning pairs","spanning reads","inframe","aligns","rearrangement","contig","contig break","classification","known"
"jaffa-direct","TUBD1:VMP1","chr17",57941025,"chr17",57917129,23.897,"21",34,FALSE,TRUE,TRUE,"Locus_5136_Transcript_34/35_Confidence_0.238_Length_4048",1574,"HighConfidence","-"
"jaffa-direct","HUWE1:ARHGAP6","chrX",53710819,"chrX",11272827,42437.997,"12",19,FALSE,TRUE,FALSE,"Locus_1577_Transcript_28/32_Confidence_0.069_Length_3982",334,"HighConfidence","-"
"jaffa-direct","MICALL1:EIF3L","chr22",38323833,"chr22",38273681,50.15,"2",15,TRUE,TRUE,TRUE,"Locus_639_Transcript_14/25_Confidence_0.084_Length_1670",1085,"HighConfidence","-"
"jaffa-direct","CSNK1G2:SCAMP4","chr19",1969958,"chr19",1914978,54.976,"5",11,FALSE,TRUE,TRUE,"Locus_5929_Transcript_1/18_Confidence_0.237_Length_2141",543,"HighConfidence","-"
"jaffa-direct","MRPS6:SLC37A1","chr21",35446045,"chr21",43954808,8508.768,"3",10,TRUE,TRUE,FALSE,"Locus_6228_Transcript_5/19_Confidence_0.077_Length_2721",223,"HighConfidence","-"
"jaffa-direct","DIAPH3:KIAA1324L","chr13",60667762,"chr7",86594340,Inf,"3",4,TRUE,TRUE,TRUE,"Locus_6999_Transcript_6/15_Confidence_0.317_Length_4506",3868,"HighConfidence","-"
"jaffa-direct","RP11-123O10.4:GRIP1","chr12",67462830,"chr12",66990707,472.126,"1",4,FALSE,TRUE,FALSE,"Locus_19359_Transcript_3/3_Confidence_0.333_Length_603",231,"HighConfidence","-"
"jaffa-direct","PPP6R3:PDE4DIP","chr11",68287119,"chr1",145021167,Inf,"2",2,FALSE,TRUE,TRUE,"Locus_2450_Transcript_54/79_Confidence_0.134_Length_3534",3290,"HighConfidence","-"
"jaffa-direct","HECTD1:TMEM189-UBE2V1","chr14",31609098,"chr20",48713357,Inf,"-",51,FALSE,TRUE,TRUE,"Locus_1602_Transcript_1/50_Confidence_0.062_Length_2162",2064,"MediumConfidence","-"
"jaffa-direct","RFWD3:MLKL","chr16",74700684,"chr16",74719481,18.795,"-",40,FALSE,TRUE,TRUE,"Locus_1948_Transcript_31/44_Confidence_0.043_Length_1427",1343,"MediumConfidence","-"
"jaffa-direct","GSK3A:NUCB1","chr19",42744107,"chr19",49414406,6670.299,"-",16,FALSE,TRUE,TRUE,"Locus_1459_Transcript_1/5_Confidence_0.600_Length_2141",2098,"MediumConfidence","-"
"jaffa-direct","MECP2:PDK3","chrX",153363061,"chrX",24512859,128850.2,"-",13,FALSE,TRUE,TRUE,"Locus_6656_Transcript_11/14_Confidence_0.222_Length_2145",150,"MediumConfidence","-"
"jaffa-direct","HINT3:NCOA7","chr6",126288150,"chr6",126249320,38.828,"0",5,FALSE,TRUE,TRUE,"Locus_6303_Transcript_10/17_Confidence_0.082_Length_2131",1558,"MediumConfidence","-"
"jaffa-direct","NLN:ERBB2IP","chr5",65018241,"chr5",65307877,289.638,"-",3,FALSE,TRUE,FALSE,"Locus_6967_Transcript_10/19_Confidence_0.278_Length_5837",97,"MediumConfidence","-"
"jaffa-direct","SUSD4:RNPC3","chr1",223437972,"chr1",104095896,119342.08,"0",1,FALSE,TRUE,TRUE,"Locus_3322_Transcript_7/25_Confidence_0.017_Length_1112",885,"MediumConfidence","-"
"jaffa-direct","C15orf57:CBX3","chr15",40854975,"chr7",26241389,Inf,"1",7,NA,FALSE,TRUE,"Locus_1331_Transcript_24/86_Confidence_0.042_Length_2613",344,"LowConfidence","-"
"jaffa-direct","SUV420H1:CTD-2655K5.1","chr11",67980946,"chr11",67897319,83.627,"2",2,NA,FALSE,TRUE,"Locus_7545_Transcript_23/25_Confidence_0.049_Length_1124",550,"LowConfidence","-"
