#id	ref1	break_pos1	region1	ref2	break_pos2	region2	num_span	num_paired	genes_1	genes_2	fusion_class
48010	8	129022690	[129022560,129022690]	11	35339063	[35338924,35339064]	123	13	PVT1;U4	SLC1A2	inter-chromosomal
42396	10	123256046	[123256046,123256236]	10	122263330	[122263330,122263438]	24	15	FGFR2	PPAPDC1A	intra-chromosomal
185557	8	128427135	[128427135,128427267]	8	127570176	[127569993,127570185]	10	11	POU5F1B	RP11-89K10.1	intra-chromosomal
75183	14	24761402	[24761402,24761488]	14	24740517	[24740434,24740517]	30	0	DHRS1	RABGGTA	readthrough-adjacent
105593	16	80577173	[80577171,80577436]	16	81733406	[81733290,81733407]	14	7	DYNLRB2	CMIP	intra-chromosomal
113551	17	44782220	[44782125,44782221]	17	62888718	[62888647,62888721]	10	3	NSF	LRRC37A3	intra-chromosomal
103456	16	58208355	[58208355,58208414]	16	79246798	[79246599,79246802]	6	4	CSNK2A2	RP11-679B19.2	intra-chromosomal
53142	11	69832272	[69832032,69832269]	11	69924645	[69924645,69924708]	5	4	RP11-626H12.1	ANO1	intra-chromosomal
192996	X	148858768	[148858470,148858768]	X	148682143	[148681967,148682143]	1	5	HSFX1	TMEM185A	intra-chromosomal
30848	1	226736664	[226736634,226736668]	19	1356323	[1356322,1356416]	11	0	C1orf95	MUM1	inter-chromosomal
43389	10	123298106	[123298105,123298229]	10	123503373	[123503304,123503374]	8	1	FGFR2	ATE1	intra-chromosomal
125579	19	36616410	[36616120,36616410]	19	36851337	[36851337,36851435]	2	3	TBCB	ZFP14	intra-chromosomal
64036	12	56811395	[56811395,56811570]	19	34304174	[34304174,34304505]	1	3	TIMELESS	KCTD15	inter-chromosomal
144006	20	19780391	[19780303,19780392]	20	19870210	[19870209,19870297]	7	0	RP1-122P22.2	RIN2	intra-chromosomal
43400	10	123310804	[123310803,123310973]	10	123600778	[123600597,123600780]	1	3	FGFR2	ATE1	intra-chromosomal
86788	15	59949099	[59949099,59949159]	15	59909080	[59908993,59909080]	7	0	GTF2A2	GCNT3	readthrough-intersecting
22783	1	149284650	[149284650,149284758]	1	149576700	[149576545,149576701]	2	2	RP11-403I13.7	RP11-277L2.2;RP11-277L2.3	intra-chromosomal
38546	10	71906289	[71906289,71906365]	10	71883853	[71883783,71883857]	6	0	TYSND1	AIFM2	readthrough-adjacent
98071	16	20907630	[20907628,20907700]	16	20873965	[20873873,20873966]	6	0	ERI2	DCUN1D3	readthrough-intersecting
142615	2	241570130	[241569962,241570130]	8	11678982	[11678982,11679387]	2	2	GPR35	FDFT1	inter-chromosomal
48987	11	47657229	[47657097,47657229]	17	56084603	[56084449,56084603]	2	2	MTCH2	SRSF1	inter-chromosomal
145163	20	36156195	[36156195,36156251]	20	36124094	[36124002,36124096]	6	0	BLCAP	RP11-425M5.5	readthrough-intersecting
10130	1	40839601	[40839601,40839855]	17	43101699	[43101534,43101699]	2	2	SMAP2	DCAKD	inter-chromosomal
103650	16	66655965	[66655962,66656025]	16	66614148	[66614065,66614148]	5	0	CMTM4	CMTM2;RP11-403P17.2	intra-chromosomal
87737	15	68510874	[68510874,68510939]	15	68489966	[68489893,68489967]	5	0	CLN6	CALML4;RP11-315D16.2	readthrough-intersecting
60648	12	31478770	[31478770,31478835]	12	31451158	[31451082,31451159]	5	0	AC024940.1	FAM60A	readthrough-intersecting
55051	11	85565737	[85565737,85565824]	11	85469157	[85469073,85469158]	4	0	AP000974.1	SYTL2	readthrough-adjacent
103644	16	66655965	[66655964,66656047]	16	66599889	[66599835,66599889]	4	0	CMTM4	CKLF	intra-chromosomal
15346	1	100483371	[100483278,100483371]	1	100515465	[100515463,100515537]	4	0	SLC35A3	HIAT1	intra-chromosomal
55440	11	93800911	[93800819,93800911]	11	93862494	[93862494,93862556]	4	0	HEPHL1	PANX1	readthrough-adjacent
197586	11	35232901	[35232901,35232995]	6	31615483	[31615481,31615547]	4	0	CD44	BAG6	inter-chromosomal
